#GENE	BCOM_SCORE	1000G_SCORE	MIN_SCORE	ID
EBF3	0.461032	0.45329	0.45329	-
PCDHGA10	0.484859	0.451722	0.451722	-
MAP2	0.451379	1.02745	0.451379	*
NLRP2	0.450247	0.694972	0.450247	*
CUZD1	0.449822	0.611293	0.449822	*
LILRB1	1.76221	0.44902	0.44902	-
GIF	0.447356	0.457568	0.447356	*
NLGN4X	0.446666	0.780495	0.446666	*
PCDHB2	0.446271	0.575044	0.446271	*
DDX11	1.74671	0.442224	0.442224	-
EPHA5	0.441772	0.956158	0.441772	*
MAGEC3	0.441732	0.627503	0.441732	*
CD5L	0.440082	0.646868	0.440082	*
PRKCG	0.438756	0.4838	0.438756	*
SPG20	0.437821	0.505621	0.437821	*
PCDHA9	0.436325	1.34802	0.436325	*
CLCN5	0.436225	0.667058	0.436225	*
MACROD2	0.433537	0.560137	0.433537	*
KCNS3	0.4321	0.509653	0.4321	*
PHF2	0.531753	0.430423	0.430423	-
ARAP2	0.425811	0.745661	0.425811	*
OPRK1	0.422621	0.474485	0.422621	*
KCNK2	0.422468	0.53357	0.422468	*
MST1L	1.11135	0.419304	0.419304	-
CDKL5	0.417917	0.524066	0.417917	*
CLEC14A	0.417562	0.996388	0.417562	*
CNTNAP2	0.416294	1.19289	0.416294	*
HECW1	0.415777	1.4619	0.415777	*
DCAF8L2	0.522462	0.414425	0.414425	-
ZNF98	0.413993	0.420637	0.413993	*
PXDNL	0.41354	1.06171	0.41354	*
HTR3E	0.411501	0.422891	0.411501	*
PLD5	0.410959	0.876917	0.410959	*
DCAF12L1	0.410907	0.47669	0.410907	*
COL3A1	0.410686	0.656094	0.410686	*
GLRB	0.425933	0.408971	0.408971	-
KIAA0825	0.408427	0.53405	0.408427	*
HLX	0.406421	0.519363	0.406421	*
TPTE	0.406395	0.432121	0.406395	*
NIN	0.405712	1.56321	0.405712	*
BCORL1	0.404847	0.449077	0.404847	*
IMPG1	0.404408	0.422014	0.404408	*
ADGRG7	0.402356	0.455853	0.402356	*
RXFP3	0.401894	0.745808	0.401894	*
ZNF862	0.401545	0.564991	0.401545	*
SLC35D3	0.40012	0.708721	0.40012	*
GABRA5	0.400079	0.630544	0.400079	*
CENPC	0.399561	0.496676	0.399561	*
GPC6	0.398898	0.551393	0.398898	*
FRG1	1.15557	0.398703	0.398703	-
MUC6	2.36002	0.397785	0.397785	-
HOXB5	0.397663	0.532082	0.397663	*
ADCY2	0.3965	1.43337	0.3965	*
OR6C1	0.39575	0.520552	0.39575	*
CADM3	0.395624	0.665428	0.395624	*
BCLAF1	0.394459	0.53826	0.394459	*
TNR	0.393895	0.775887	0.393895	*
ERN1	0.393639	0.594388	0.393639	*
SCN8A	0.393191	0.87978	0.393191	*
CD5	0.393119	0.416606	0.393119	*
SOX11	0.392842	0.737088	0.392842	*
CLDN19	0.396966	0.391295	0.391295	-
HNRNPCL2	0.391169	0.646019	0.391169	*
IRS4	0.390573	0.802111	0.390573	*
DCAF12L2	0.389834	0.749733	0.389834	*
PTCHD3	0.389677	0.590053	0.389677	*
NTNG1	0.387041	0.474493	0.387041	*
PROKR1	0.383724	0.49004	0.383724	*
GPI	0.395621	0.383697	0.383697	-
POTEG	1.58453	0.383426	0.383426	-
TRIM48	0.60797	0.383338	0.383338	-
PRB2	0.642156	0.383087	0.383087	-
AVPR1A	0.382996	0.579488	0.382996	*
POMZP3	1.4941	0.382847	0.382847	-
ADAMTS2	0.382671	1.12185	0.382671	*
MST1	1.38844	0.381268	0.381268	-
OR2T12	0.433101	0.380107	0.380107	-
WIPF1	0.380091	0.443701	0.380091	*
STK32B	0.378723	0.49471	0.378723	*
GRIA2	0.378651	0.8714	0.378651	*
WASL	0.378548	0.395106	0.378548	*
RBMXL1	3.22891	0.37827	0.37827	-
OR5M8	0.377878	0.389708	0.377878	*
TYR	0.377757	0.423566	0.377757	*
ANAPC1	0.427136	0.377183	0.377183	-
IRX1	0.377027	1.09061	0.377027	*
POTEA	0.375446	0.500154	0.375446	*
FANCD2	0.375077	0.410814	0.375077	*
NRXN1	0.374874	1.56828	0.374874	*
KCNH5	0.374818	0.78651	0.374818	*
IFNA10	5.55681	0.374576	0.374576	-
ROR1	0.38706	0.373029	0.373029	-
BEND2	0.372232	0.433794	0.372232	*
ELAC2	0.371504	0.658945	0.371504	*
GNAO1	0.370811	0.64794	0.370811	*
EGFLAM	0.370422	0.647086	0.370422	*
KCNA5	0.370325	0.398096	0.370325	*
SLC4A5	0.37022	0.402263	0.37022	*
F8	0.370042	1.0073	0.370042	*
LARP1	0.368713	0.505848	0.368713	*
ADGRE5	0.368249	0.471653	0.368249	*
ADGRG2	0.367292	0.470763	0.367292	*
AQP12A	0.598247	0.366927	0.366927	-
GPR141	0.425921	0.365622	0.365622	-
SCN9A	0.36515	1.15878	0.36515	*
MPP3	0.365144	0.583043	0.365144	*
ACSL4	0.363834	0.519093	0.363834	*
SYCP2L	0.363645	0.761728	0.363645	*
KIF1B	0.362786	0.580965	0.362786	*
MBD5	0.361585	0.72505	0.361585	*
CDH12	0.361553	0.940481	0.361553	*
KCNH8	0.361412	0.50884	0.361412	*
CD200R1	0.479444	0.360336	0.360336	-
GRIK2	0.360167	0.534991	0.360167	*
OR12D3	0.457744	0.36014	0.36014	-
CTNNA2	0.359973	0.601449	0.359973	*
IQCG	0.359021	0.364449	0.359021	*
ZNF280B	0.381704	0.358491	0.358491	-
TACR3	0.358183	0.444165	0.358183	*
BMPER	0.357268	0.35868	0.357268	*
C1QL2	0.357135	0.514777	0.357135	*
ITGA10	0.356817	0.375489	0.356817	*
GARNL3	0.356142	0.39652	0.356142	*
KRTAP4-3	0.656905	0.356017	0.356017	-
TIE1	0.355529	0.408052	0.355529	*
TFAP2B	0.355037	0.608582	0.355037	*
PCDHGA2	0.353946	0.653948	0.353946	*
CNBD1	0.352935	0.70222	0.352935	*
PIKFYVE	0.35219	0.486278	0.35219	*
MARK1	0.460406	0.35202	0.35202	-
KIAA1210	0.351329	0.548535	0.351329	*
ANO1	0.350851	0.662361	0.350851	*
FHOD1	0.463377	0.348697	0.348697	-
ZNF449	0.504604	0.348363	0.348363	-
PCDHGB2	0.3478	0.85409	0.3478	*
KRT71	0.346443	0.355752	0.346443	*
A2ML1	0.345863	0.52788	0.345863	*
SCTR	0.346133	0.345737	0.345737	-
SCUBE2	0.345545	0.420456	0.345545	*
FLG2	0.343903	1.89095	0.343903	*
GABRG3	0.343329	0.448851	0.343329	*
CCR9	0.389407	0.342779	0.342779	-
OR5L1	0.376497	0.342528	0.342528	-
TM4SF5	0.342392	0.382404	0.342392	*
PCDHA11	0.340818	1.3533	0.340818	*
TSHZ3	0.340711	0.931098	0.340711	*
ZNF528	0.339628	0.49346	0.339628	*
TMEM164	0.339203	0.64532	0.339203	*
KIF4A	0.33875	0.535062	0.33875	*
PEG3	0.338187	0.862883	0.338187	*
ADGRE1	0.337977	0.536246	0.337977	*
CALCR	0.337752	0.596417	0.337752	*
TBXA2R	0.337358	0.709728	0.337358	*
KLHL4	0.33664	0.362666	0.33664	*
FMN2	0.336561	0.685832	0.336561	*
ARID3B	0.380612	0.336331	0.336331	-
SPANXN2	1.07982	0.336128	0.336128	-
CLEC18C	0.41291	0.335911	0.335911	-
WSCD2	0.335387	0.515161	0.335387	*
MED14	0.335165	0.41442	0.335165	*
RHOJ	0.473512	0.334984	0.334984	-
SLC8A3	0.334534	0.583178	0.334534	*
CBL	0.334386	0.339259	0.334386	*
IGF2BP3	0.618417	0.333604	0.333604	-
LGI1	0.3327	0.477626	0.3327	*
OR52L1	0.530767	0.332258	0.332258	-
MSGN1	0.332025	0.5215	0.332025	*
PRDM12	0.331606	0.393359	0.331606	*
MYOD1	0.330664	0.592687	0.330664	*
POTEH	0.766972	0.330444	0.330444	-
STEAP4	0.330379	0.481106	0.330379	*
TCERG1	0.34315	0.330282	0.330282	-
CDC27	0.752689	0.330217	0.330217	-
NPAP1	0.330094	0.664152	0.330094	*
EFEMP1	0.330008	0.679052	0.330008	*
SNX18	0.328013	0.54537	0.328013	*
NLRP8	0.327991	0.729778	0.327991	*
TUBB2B	0.656769	0.327938	0.327938	-
TRPC7	0.327777	0.593442	0.327777	*
FAM98B	0.356083	0.327626	0.327626	-
DPY19L2	0.327354	0.438875	0.327354	*
TXNDC2	0.327085	0.417537	0.327085	*
NBPF10	0.32705	0.352365	0.32705	*
SH3RF1	0.326933	0.373516	0.326933	*
KRTAP5-4	2.27791	0.326633	0.326633	-
TANGO6	0.326297	0.336239	0.326297	*
SORCS1	0.325663	1.11255	0.325663	*
ARHGEF4	0.325312	0.728401	0.325312	*
FBXL7	0.325295	0.881677	0.325295	*
SLC9C2	0.390361	0.325076	0.325076	-
SLC24A2	0.324719	0.346214	0.324719	*
DRD5	0.324375	0.729506	0.324375	*
DENND1B	0.324206	0.52212	0.324206	*
ISLR2	0.324165	0.588783	0.324165	*
KRT25	0.32413	0.395708	0.32413	*
ROBO2	0.323886	0.649257	0.323886	*
SLC38A11	0.323837	0.391065	0.323837	*
DOCK11	0.323565	0.537536	0.323565	*
OFD1	0.325715	0.322709	0.322709	-
CDH11	0.321699	1.08373	0.321699	*
CYP2A6	1.29807	0.321599	0.321599	-
B3GAT1	0.32159	0.353072	0.32159	*
GIGYF2	0.320346	0.406971	0.320346	*
ZXDA	0.319782	0.398094	0.319782	*
HPN	0.31902	0.335709	0.31902	*
CNTN1	0.318583	0.893117	0.318583	*
LRRC4B	0.318462	0.816147	0.318462	*
BTRC	0.427737	0.318205	0.318205	-
TARS2	0.406254	0.317465	0.317465	-
PCDHA12	0.317367	0.826599	0.317367	*
EYA1	0.432119	0.317062	0.317062	-
MC2R	0.427236	0.317036	0.317036	-
CCDC82	0.316825	0.480072	0.316825	*
RNF219	0.316749	0.561324	0.316749	*
CCDC146	0.316628	0.706829	0.316628	*
AFF2	0.315371	0.923729	0.315371	*
CARD11	0.314949	0.684037	0.314949	*
POU4F2	0.314912	0.668468	0.314912	*
SIM1	0.31484	0.903806	0.31484	*
FSTL5	0.314601	0.727103	0.314601	*
UIMC1	0.314334	0.382663	0.314334	*
FILIP1	0.314071	0.384789	0.314071	*
UBQLNL	0.31357	0.407735	0.31357	*
SEMA5B	0.313338	0.937312	0.313338	*
ZNF454	0.312801	0.344039	0.312801	*
PCDH20	0.312593	0.610176	0.312593	*
ZNF721	0.312296	0.316068	0.312296	*
PABPC3	0.312249	0.574353	0.312249	*
CES2	0.311572	0.510332	0.311572	*
PDILT	0.311264	0.384103	0.311264	*
MFSD9	0.310644	0.362722	0.310644	*
TFAP2D	0.310422	0.548944	0.310422	*
GTF2IRD2	0.536429	0.310319	0.310319	-
BTNL8	0.323343	0.309983	0.309983	-
MYBPC1	0.309812	0.634135	0.309812	*
GABBR2	0.309282	0.489481	0.309282	*
CEP89	0.309043	0.324922	0.309043	*
CDHR3	0.333756	0.308911	0.308911	-
MXRA5	0.307668	1.1165	0.307668	*
PCDHB10	0.307582	0.826	0.307582	*
DSPP	0.472814	0.30753	0.30753	-
DAB1	0.307371	0.373617	0.307371	*
ITGA2B	0.307355	0.739793	0.307355	*
MEX3A	0.307115	0.4469	0.307115	*
FASTKD1	0.306909	0.419852	0.306909	*
MATN4	0.306741	0.453017	0.306741	*
GOLGA2	0.306721	0.504373	0.306721	*
PCDHB4	0.306681	0.904297	0.306681	*
KLHL14	0.306538	0.624647	0.306538	*
GUCY2F	0.30622	0.619419	0.30622	*
GRID1	0.306081	0.801925	0.306081	*
SPDYE1	0.305158	0.334885	0.305158	*
OR6B3	0.305088	0.39805	0.305088	*
OR4C15	0.329822	0.305043	0.305043	-
EPB41L4A	0.304941	0.36151	0.304941	*
MAGEA8	0.377542	0.304876	0.304876	-
FAM35A	0.304856	0.470397	0.304856	*
TRDN	0.304345	0.524388	0.304345	*
IRX5	0.303931	0.455858	0.303931	*
CDX4	0.303425	0.480219	0.303425	*
KRT28	0.302866	0.404449	0.302866	*
PCDHGA12	0.302727	0.857066	0.302727	*
MOSPD3	0.3055	0.302583	0.302583	-
CNGB3	0.30238	0.674153	0.30238	*
SERPING1	0.302123	0.542891	0.302123	*
DGKB	0.301532	0.480127	0.301532	*
DDR2	0.300754	0.365495	0.300754	*
FKBP9	0.300282	0.589679	0.300282	*
ATP6V0A1	0.30012	0.381578	0.30012	*
BCR	0.299839	0.382075	0.299839	*
ZNF835	0.29967	0.586171	0.29967	*
DLGAP5	0.299343	0.32354	0.299343	*
MC3R	0.413663	0.299142	0.299142	-
CORIN	0.33437	0.298981	0.298981	-
TEKT2	0.4349	0.298838	0.298838	-
TRIM34	0.332727	0.298773	0.298773	-
SLC36A3	0.298475	0.528986	0.298475	*
AMIGO3	0.298111	0.5688	0.298111	*
DAAM2	0.298072	0.751522	0.298072	*
CACNA2D3	0.297689	0.812288	0.297689	*
MEOX2	0.304369	0.296286	0.296286	-
HHIPL2	0.295814	0.69593	0.295814	*
CHST2	0.295703	0.611686	0.295703	*
HSPA12B	0.295663	0.337852	0.295663	*
MMP13	0.294879	0.321379	0.294879	*
COL5A2	0.294594	0.850328	0.294594	*
ESX1	0.293877	0.835856	0.293877	*
TULP1	0.293411	0.523874	0.293411	*
DNMT3B	0.293226	0.538135	0.293226	*
CNKSR3	0.292747	0.321915	0.292747	*
AVIL	0.292747	0.524476	0.292747	*
GZMA	0.292742	0.454065	0.292742	*
EYS	0.292576	0.585521	0.292576	*
OR4N4	0.292371	0.433006	0.292371	*
OR1L6	0.355909	0.292179	0.292179	-
OR52J3	0.292089	0.363134	0.292089	*
SPAG16	0.29202	0.596118	0.29202	*
PPARGC1A	0.29183	0.594955	0.29183	*
L3MBTL3	0.291612	0.483669	0.291612	*
MDC1	0.291571	0.432842	0.291571	*
VCX	2.88717	0.291125	0.291125	-
VNN1	0.290674	0.454259	0.290674	*
PTPRG	0.290614	0.612348	0.290614	*
TIRAP	0.289963	0.380504	0.289963	*
PCDH11X	0.289872	0.533431	0.289872	*
MYL1	0.289839	0.370803	0.289839	*
ZNF468	0.289679	0.375974	0.289679	*
SLC6A5	0.289669	0.548071	0.289669	*
BCO1	0.289553	0.599501	0.289553	*
DPP10	0.289438	0.474055	0.289438	*
NPAS4	0.289013	0.320875	0.289013	*
DCDC5	0.288815	0.506921	0.288815	*
ZFR	0.28855	0.959158	0.28855	*
KCTD19	0.288483	0.602583	0.288483	*
PPP1R18	0.288375	0.357623	0.288375	*
RABGAP1L	0.288368	0.459246	0.288368	*
USP4	0.557051	0.287864	0.287864	-
CSNK1A1L	0.287035	0.375488	0.287035	*
ASCC2	0.286643	0.333199	0.286643	*
CTSF	0.286618	0.465988	0.286618	*
PCDHGA3	0.28626	0.351774	0.28626	*
PDXDC1	0.28587	0.368367	0.28587	*
WDFY1	0.285333	0.335201	0.285333	*
DCLK1	0.2852	0.759213	0.2852	*
KIT	0.285149	0.411755	0.285149	*
TBC1D4	0.284836	0.738261	0.284836	*
CDH10	0.284176	0.595927	0.284176	*
DCAF4L2	0.283691	0.5791	0.283691	*
ANGPT4	0.283672	0.32982	0.283672	*
USP48	0.283662	0.453405	0.283662	*
CHI3L2	0.342102	0.283225	0.283225	-
GAS7	0.282843	0.544814	0.282843	*
ZNF816	0.282658	0.335291	0.282658	*
SH3D21	0.282649	0.705526	0.282649	*
PVR	0.282462	0.42756	0.282462	*
SLC35E4	0.282363	0.312288	0.282363	*
USP47	0.282046	0.43529	0.282046	*
C17orf97	0.281939	0.304407	0.281939	*
PRKG2	0.281816	0.291717	0.281816	*
CHST4	0.281699	0.409256	0.281699	*
RPGRIP1	0.349158	0.281507	0.281507	-
CAMK4	0.281405	0.600923	0.281405	*
SLC18A2	0.2812	0.499255	0.2812	*
SYCP1	0.280597	0.422557	0.280597	*
PCDHGB5	0.280069	0.325274	0.280069	*
ZNF28	0.280027	0.379123	0.280027	*
FBXO43	0.279979	0.435395	0.279979	*
MOK	0.306506	0.279845	0.279845	-
ZNF718	0.279751	0.407547	0.279751	*
TAB3	0.2795	0.340881	0.2795	*
NOMO1	0.393158	0.27878	0.27878	-
SLC17A6	0.278543	0.624985	0.278543	*
FGD1	0.277231	0.29274	0.277231	*
ABCD1	0.563445	0.277216	0.277216	-
PPFIBP1	0.277093	0.521321	0.277093	*
LRRC6	0.276924	0.310757	0.276924	*
TECTA	0.276561	1.69776	0.276561	*
DAGLB	0.275928	0.425864	0.275928	*
HIPK1	0.275696	0.399338	0.275696	*
T	0.275628	0.649925	0.275628	*
NVL	0.274995	0.578488	0.274995	*
PAK2	0.427647	0.274773	0.274773	-
CASC3	0.274526	0.530071	0.274526	*
IL12B	0.274438	0.519774	0.274438	*
PHACTR3	0.274401	0.602674	0.274401	*
NEFL	0.274262	0.334193	0.274262	*
TXNDC5	0.274255	0.393391	0.274255	*
UGT3A2	0.303761	0.273986	0.273986	-
ABCF1	0.273887	0.604829	0.273887	*
CPT1A	0.273823	0.346964	0.273823	*
ARHGAP15	0.273499	0.37948	0.273499	*
AMPH	0.272956	0.586738	0.272956	*
SYNPO2	0.272902	0.725341	0.272902	*
VCAM1	0.272431	0.31041	0.272431	*
TBC1D25	0.429657	0.272427	0.272427	-
SYT16	0.273213	0.272304	0.272304	-
PCDHA10	0.272243	0.851902	0.272243	*
ROBO1	0.271747	1.2745	0.271747	*
KCNN3	0.271472	0.539698	0.271472	*
GMNC	0.358231	0.271289	0.271289	-
PCDHA8	0.271239	0.858006	0.271239	*
COLQ	0.282326	0.270814	0.270814	-
ATXN7	0.270416	0.516102	0.270416	*
RANBP6	0.270316	0.51381	0.270316	*
ERCC4	0.270305	0.398462	0.270305	*
IRF4	0.269986	0.511537	0.269986	*
OSBPL9	0.276836	0.269951	0.269951	-
GLTSCR1L	0.269897	0.508579	0.269897	*
BNIP3L	0.280744	0.269571	0.269571	-
ACOXL	0.272029	0.269285	0.269285	-
SLC26A3	0.268818	0.55489	0.268818	*
WNK3	0.268678	0.344076	0.268678	*
EML2	0.268302	0.862426	0.268302	*
SLC35G6	0.698666	0.268154	0.268154	-
SPATA7	0.267838	0.450253	0.267838	*
CEP170	1.48084	0.267541	0.267541	-
RUNX2	0.267538	0.335043	0.267538	*
HSPA2	0.267166	0.815852	0.267166	*
SCLY	0.266982	0.453745	0.266982	*
KIAA1804	0.266304	0.340146	0.266304	*
PRKRIR	0.333982	0.265976	0.265976	-
POM121C	0.265656	0.436978	0.265656	*
NETO1	0.265551	0.455764	0.265551	*
TMEM79	0.265541	0.26705	0.265541	*
NOCT	0.282334	0.265316	0.265316	-
SLC9A5	0.265302	0.312277	0.265302	*
TRPV5	0.265033	0.625898	0.265033	*
STIL	0.264603	0.584174	0.264603	*
MAML3	0.885698	0.264595	0.264595	-
ZNF530	0.264468	0.557493	0.264468	*
SIPA1L2	0.263728	0.621078	0.263728	*
KDM4B	0.263667	0.682591	0.263667	*
PIK3R4	0.263558	0.505811	0.263558	*
SHC3	0.280179	0.263489	0.263489	-
ADCY8	0.262741	0.508871	0.262741	*
ZNF611	0.262713	0.339067	0.262713	*
RIMBP3	0.262679	0.28126	0.262679	*
YY2	0.262576	0.418369	0.262576	*
LRCH4	0.26251	0.467594	0.26251	*
TTLL1	0.262069	0.326237	0.262069	*
GRWD1	0.262008	0.347599	0.262008	*
FGG	0.261673	0.599436	0.261673	*
CMTR1	0.261632	0.556977	0.261632	*
ETV5	0.26102	0.379974	0.26102	*
SAGE1	0.2609	0.48306	0.2609	*
BNC2	0.260643	0.805414	0.260643	*
MED27	0.39608	0.260595	0.260595	-
XKR7	0.260473	0.4504	0.260473	*
ATP9B	0.26044	0.746896	0.26044	*
PYROXD2	0.32453	0.260431	0.260431	-
ZNF33A	0.260228	0.331604	0.260228	*
OTUD5	0.260089	0.413976	0.260089	*
PUS7L	0.305881	0.259813	0.259813	-
EDEM3	0.259587	0.498174	0.259587	*
OR10J3	0.259398	0.35045	0.259398	*
MCM10	0.259213	0.353183	0.259213	*
TBX15	0.258655	0.330876	0.258655	*
SRRM5	0.286031	0.25826	0.25826	-
DLG3	0.258134	0.413841	0.258134	*
WHSC1L1	0.258092	0.42526	0.258092	*
SUPT20HL1	0.258042	0.28462	0.258042	*
FIBCD1	0.258023	0.592094	0.258023	*
SLC8A1	0.257941	0.687261	0.257941	*
OVGP1	0.353849	0.257702	0.257702	-
BMP10	0.257592	0.492658	0.257592	*
DMKN	0.261981	0.257567	0.257567	-
CFH	0.257427	0.475782	0.257427	*
RHO	0.299227	0.257379	0.257379	-
AP4E1	0.256932	0.428827	0.256932	*
PCDHA13	0.256596	1.46044	0.256596	*
PCDHGA5	0.256566	0.979921	0.256566	*
NPFFR2	0.256435	0.471699	0.256435	*
GRM1	0.256153	0.814071	0.256153	*
EPB41	0.255914	0.431424	0.255914	*
NBEAL1	0.255718	0.655905	0.255718	*
ZNF569	0.25571	0.590245	0.25571	*
NLRP4	0.255557	0.872611	0.255557	*
CLASP1	0.255491	0.48564	0.255491	*
LRRC8D	0.25545	0.493848	0.25545	*
CLIC5	0.255369	0.323947	0.255369	*
IBSP	0.255367	0.344203	0.255367	*
TAF1L	0.255289	0.53745	0.255289	*
WFIKKN2	0.255222	0.410055	0.255222	*
ATF7IP	0.255214	0.357595	0.255214	*
SENP5	0.254767	0.500045	0.254767	*
ADAMTS20	0.254733	0.818989	0.254733	*
ZNF679	0.254246	0.262816	0.254246	*
NCAM2	0.253928	0.752581	0.253928	*
GOLGB1	0.253797	0.618662	0.253797	*
RHOXF2B	0.253579	0.390393	0.253579	*
CNTNAP5	0.253319	0.927627	0.253319	*
GALNT8	0.252791	0.343207	0.252791	*
USF3	0.252685	0.477646	0.252685	*
SOX2	0.301687	0.252452	0.252452	-
DZIP1L	0.273314	0.25222	0.25222	-
GJB3	0.349792	0.251793	0.251793	-
EML4	0.251733	0.305499	0.251733	*
SON	0.251338	0.76593	0.251338	*
PANX3	0.347455	0.250998	0.250998	-
ZDHHC11	0.459143	0.250683	0.250683	-
MYBPC3	0.250416	0.634152	0.250416	*
AQP7	3.53847	0.250345	0.250345	-
NKPD1	0.250289	0.443376	0.250289	*
RICTOR	0.250169	0.266775	0.250169	*
DPP4	0.250094	0.385599	0.250094	*
HDAC9	0.250044	1.01303	0.250044	*
TNRC6C	0.24923	0.516076	0.24923	*
FBXO39	0.312278	0.249156	0.249156	-
FIGN	0.248897	0.518688	0.248897	*
ANK2	0.24887	1.15476	0.24887	*
ZNF106	0.248859	0.506298	0.248859	*
ADH1B	0.248488	0.289555	0.248488	*
OR2T1	0.248268	0.294322	0.248268	*
WNT3A	0.248001	0.250651	0.248001	*
SLITRK5	0.247938	0.764744	0.247938	*
HCN1	0.247883	0.552535	0.247883	*
SCN5A	0.247226	0.808562	0.247226	*
STAG2	0.246892	0.463333	0.246892	*
ACSM2B	0.246819	0.254453	0.246819	*
KYNU	0.246621	0.387875	0.246621	*
ADAM7	0.246485	0.694127	0.246485	*
NIPAL3	0.246432	0.374774	0.246432	*
SYTL2	0.246412	0.706813	0.246412	*
ADRA1A	0.246379	0.544845	0.246379	*
B3GLCT	0.269703	0.246114	0.246114	-
DAGLA	0.245964	0.658281	0.245964	*
CDH6	0.245832	0.575455	0.245832	*
CNTN5	0.24583	0.880617	0.24583	*
GLI3	0.245702	1.24427	0.245702	*
PUM3	0.245655	0.500961	0.245655	*
