#GENE	BCOM_SCORE	1000G_SCORE	MIN_SCORE	ID
CCDC88A	2.46407	3.50598	2.46407	*
MYH2	3.42664	2.46372	2.46372	-
ACTA1	2.45088	2.74551	2.45088	*
B2M	2.43636	2.43636	2.43636	*
MYCBP2	2.4339	3.80326	2.4339	*
ARFGEF1	2.43306	3.27807	2.43306	*
NR2E1	2.43108	3.0557	2.43108	*
MAP2K4	2.43045	3.0557	2.43045	*
DCHS2	3.03413	2.42707	2.42707	-
HDX	2.40862	2.54471	2.40862	*
ADAMTS16	2.39912	2.52926	2.39912	*
RELN	2.3986	2.48695	2.3986	*
AFF4	2.37876	2.57934	2.37876	*
PCDH11X	2.37626	3.82183	2.37626	*
RPS6KA2	2.37334	2.74873	2.37334	*
SCN3A	2.36293	3.73739	2.36293	*
TRPC4	2.36263	3.99264	2.36263	*
CASR	2.71261	2.35955	2.35955	-
ATP2B3	2.70181	2.35955	2.35955	-
HUWE1	2.34403	3.54827	2.34403	*
RIMS1	2.32405	3.31203	2.32405	*
GABBR2	2.32168	3.10627	2.32168	*
IRX1	2.30716	2.82385	2.30716	*
GRIN2A	2.30682	2.50695	2.30682	*
GABRA1	2.30271	3.0557	2.30271	*
LARP4B	2.30239	2.5275	2.30239	*
TRPC3	3.52587	2.29947	2.29947	-
TLR7	2.82163	2.29947	2.29947	-
HTR5A	3.1645	2.29947	2.29947	-
FLNA	2.58271	2.29713	2.29713	-
NBEA	2.28796	3.99438	2.28796	*
SLC32A1	2.32356	2.26921	2.26921	-
PTBP2	2.60967	2.26921	2.26921	-
GRM5	2.26888	4.26395	2.26888	*
SLIT1	2.2656	3.48704	2.2656	*
KMT2B	2.26519	4.10245	2.26519	*
UBE3A	2.26048	3.0557	2.26048	*
BCL11A	2.25651	2.54471	2.25651	*
XPO4	3.52007	2.25482	2.25482	-
USP48	2.78686	2.23629	2.23629	-
PRKCB	2.37966	2.23629	2.23629	-
PIK3R1	2.48924	2.23629	2.23629	-
SNX13	2.23471	2.49376	2.23471	*
XKR6	2.2343	3.10627	2.2343	*
ZNF804A	2.23266	2.87756	2.23266	*
ARHGAP36	2.23007	3.36695	2.23007	*
SIN3A	2.22346	3.01146	2.22346	*
ATL1	2.22169	2.74551	2.22169	*
WWP1	2.84111	2.22148	2.22148	-
MEIS1	2.21544	2.26921	2.21544	*
DCAF4L2	2.21532	4.3071	2.21532	*
TRHDE	2.2126	3.27807	2.2126	*
TEAD2	2.20837	2.4902	2.20837	*
MAP3K4	2.5942	2.19873	2.19873	-
DIP2C	2.73226	2.19556	2.19556	-
CADPS	2.78622	2.19556	2.19556	-
MED12L	2.1862	2.4297	2.1862	*
AP2A2	2.18456	3.10627	2.18456	*
MAGI2	2.18277	2.98618	2.18277	*
DCLK1	2.17207	2.25482	2.17207	*
WDR87	2.7465	2.16906	2.16906	-
CCNA1	2.16749	2.25482	2.16749	*
KCNA5	2.16457	2.4297	2.16457	*
ABCC9	2.15497	2.49376	2.15497	*
MCF2	2.8984	2.1451	2.1451	-
KCND2	3.84876	2.1451	2.1451	-
SLCO3A1	2.14405	2.23629	2.14405	*
CDK12	2.13939	2.57934	2.13939	*
SETD1B	2.13739	2.29732	2.13739	*
IRF5	8.01797	2.13553	2.13553	-
CNOT1	2.13506	2.98618	2.13506	*
SIPA1L1	2.13281	2.58951	2.13281	*
EPHA7	2.12245	2.49376	2.12245	*
REV3L	2.98727	2.12165	2.12165	-
ZC3H13	2.11445	2.2202	2.11445	*
CNTN1	2.11051	2.73767	2.11051	*
SCN1A	2.10835	4.28766	2.10835	*
ADGRB2	2.35961	2.10555	2.10555	-
CHN1	2.10057	2.26921	2.10057	*
JADE1	2.09318	2.26921	2.09318	*
CNTN6	2.09301	2.19873	2.09301	*
HCN1	2.09282	3.36695	2.09282	*
ABCA12	2.07718	2.19225	2.07718	*
ZNF835	2.21089	2.07688	2.07688	-
PLPPR4	2.44579	2.07688	2.07688	-
PLCZ1	2.13483	2.07688	2.07688	-
TRPC6	2.07603	2.23629	2.07603	*
TGFBR1	2.07284	2.74551	2.07284	*
CACNA1D	2.06804	3.31203	2.06804	*
CHD8	2.39399	2.04846	2.04846	-
ATRX	2.04336	3.99148	2.04336	*
PPFIA2	2.04133	3.27807	2.04133	*
NLGN4Y	2.03878	2.74551	2.03878	*
PXDNL	2.0379	2.86404	2.0379	*
USP7	2.03398	3.0557	2.03398	*
FRMD4A	2.03081	2.07688	2.03081	*
SLITRK1	2.12891	2.02128	2.02128	-
PABPC4L	2.23515	2.02128	2.02128	-
RAPGEF2	2.05977	2.01881	2.01881	-
SPTBN1	2.01286	2.4297	2.01286	*
KDM2B	2.01235	2.01881	2.01235	*
XK	2.01099	2.12825	2.01099	*
GPRASP1	2.00868	2.01881	2.00868	*
HTR1B	2.00685	2.26921	2.00685	*
OR6K2	2.87676	2.00658	2.00658	-
KCNH7	3.44077	2.00658	2.00658	-
RAF1	2.00171	2.82385	2.00171	*
TBR1	2.40777	1.99779	1.99779	-
POU3F4	2.17692	1.99779	1.99779	-
PCDH11Y	2.74551	1.99779	1.99779	-
KCNC1	2.22032	1.99779	1.99779	-
AP2B1	2.3502	1.99779	1.99779	-
OTC	1.99723	2.43636	1.99723	*
NRXN3	1.9968	2.5275	1.9968	*
CACNA1E	1.99461	4.29805	1.99461	*
HCN4	1.99435	2.01963	1.99435	*
CAMK1D	1.99228	2.43636	1.99228	*
ERBB4	1.99041	3.82183	1.99041	*
BTAF1	1.98846	2.10555	1.98846	*
TRIM9	2.47751	1.98747	1.98747	-
RING1	2.28109	1.98747	1.98747	-
PPP1R16B	2.33681	1.98747	1.98747	-
SUPT16H	1.98526	1.99779	1.98526	*
NCAM1	3.82989	1.98464	1.98464	-
PXDN	1.97633	2.8615	1.97633	*
AKAP9	2.48945	1.97573	1.97573	-
MAP4K4	1.9685	2.73767	1.9685	*
ADGRL1	1.96664	2.19556	1.96664	*
NLGN4X	1.96334	2.54471	1.96334	*
COL11A1	1.9591	3.43476	1.9591	*
UNC13A	1.95095	2.10555	1.95095	*
ARHGAP5	5.56544	1.94932	1.94932	-
KCNQ3	3.07193	1.94685	1.94685	-
FER1L5	2.29815	1.94685	1.94685	-
RYR1	1.94037	3.7646	1.94037	*
ADGRV1	1.93705	2.86785	1.93705	*
TCERG1	2.57633	1.93639	1.93639	-
KMT2A	1.93186	2.96526	1.93186	*
DCAF12L2	1.92492	2.26921	1.92492	*
ENAM	1.98588	1.92092	1.92092	-
NRAS	1.92034	2.12825	1.92034	*
RASGRF1	2.09906	1.91318	1.91318	-
PRDM10	2.44993	1.91318	1.91318	-
CHD3	2.47697	1.91318	1.91318	-
TCF7L2	9.29259	1.91296	1.91296	-
CPSF2	1.9124	2.26921	1.9124	*
TNPO1	1.90573	1.98747	1.90573	*
CUX2	1.90293	3.26773	1.90293	*
MTUS2	1.90266	2.52926	1.90266	*
WASF3	1.90009	2.07688	1.90009	*
FILIP1	1.89983	2.00658	1.89983	*
GRIK3	1.89378	3.01146	1.89378	*
NIPBL	1.89246	2.50695	1.89246	*
DDX17	1.89124	2.23629	1.89124	*
RUNX1T1	1.8881	2.02128	1.8881	*
HGF	1.88533	2.23629	1.88533	*
CSNK1D	1.88299	1.99779	1.88299	*
KIAA1024	2.03922	1.88191	1.88191	-
NTNG2	1.87089	2.26921	1.87089	*
PTPRK	1.87069	3.23895	1.87069	*
SACS	1.8704	2.44696	1.8704	*
DNM3	1.86935	3.67926	1.86935	*
KCNA4	1.86837	2.74551	1.86837	*
AKT3	1.86793	2.12825	1.86793	*
KLHL34	1.8649	2.4902	1.8649	*
TNC	1.86478	2.08481	1.86478	*
ZNF7	2.03438	1.86018	1.86018	-
WDTC1	1.97628	1.86018	1.86018	-
SLITRK3	1.89176	1.86018	1.86018	-
NAA35	2.62041	1.86018	1.86018	-
LHX1	2.38056	1.86018	1.86018	-
GP2	1.96873	1.86018	1.86018	-
ABL2	1.86004	2.22148	1.86004	*
KMT2D	1.85422	3.52628	1.85422	*
HLA-A	1.85315	2.82385	1.85315	*
HTR1E	1.84903	2.23629	1.84903	*
ABLIM3	1.84837	2.1451	1.84837	*
ZNF326	1.84672	2.74551	1.84672	*
TANC1	1.85061	1.84597	1.84597	-
KIF1A	2.59752	1.84597	1.84597	-
GPR158	1.91344	1.84597	1.84597	-
TENM2	2.00376	1.84504	1.84504	-
CDK8	1.84381	2.12825	1.84381	*
HDAC9	1.8392	2.5275	1.8392	*
GRIA4	1.83749	2.82385	1.83749	*
MXRA5	1.83646	2.40335	1.83646	*
BRINP3	1.83329	3.99264	1.83329	*
PLEKHA6	1.82688	2.04846	1.82688	*
IQSEC2	1.82632	2.26921	1.82632	*
CUL3	1.82595	2.12825	1.82595	*
MYH9	2.2523	1.82357	1.82357	-
ARHGAP35	2.30072	1.82329	1.82329	-
MYH7	2.22452	1.82204	1.82204	-
CDH8	2.64441	1.82204	1.82204	-
ATP8A2	1.9055	1.82204	1.82204	-
TENM4	1.81707	2.35543	1.81707	*
DNAH6	2.01363	1.80968	1.80968	-
YTHDF2	1.80626	1.99779	1.80626	*
KCNQ5	1.8032	3.67926	1.8032	*
CELF4	1.80081	2.26921	1.80081	*
ABCB1	1.79799	2.71538	1.79799	*
SORCS1	1.79667	2.50695	1.79667	*
ASB11	1.79636	1.99779	1.79636	*
LRRTM1	1.79533	2.23629	1.79533	*
WNT5A	2.21479	1.79368	1.79368	-
SOHLH2	1.89169	1.79368	1.79368	-
RBM46	2.44377	1.79368	1.79368	-
MATR3	2.47376	1.79368	1.79368	-
KCTD1	2.53098	1.79368	1.79368	-
EPHA4	2.43151	1.79368	1.79368	-
CRTC1	1.9693	1.79368	1.79368	-
FRYL	1.78833	1.97849	1.78833	*
TNR	1.78659	2.11938	1.78659	*
ZNF862	1.78568	1.82357	1.78568	*
EFEMP1	1.78062	2.54471	1.78062	*
CHST2	1.78051	2.07688	1.78051	*
TTN	1.77918	5.0684	1.77918	*
SOGA3	1.77826	2.82385	1.77826	*
BMP7	1.77606	1.99779	1.77606	*
NOS3	1.77555	2.64313	1.77555	*
CRMP1	1.7733	2.54471	1.7733	*
MECOM	1.7726	2.76059	1.7726	*
VWA8	1.96513	1.77158	1.77158	-
TMPRSS13	2.77661	1.77085	1.77085	-
KCNQ2	1.76958	2.02128	1.76958	*
BCAS3	1.76872	1.79368	1.76872	*
AMPH	1.76519	2.07688	1.76519	*
SFMBT2	1.76369	2.1451	1.76369	*
SCN9A	1.76319	2.34754	1.76319	*
PCDH9	1.75777	2.38996	1.75777	*
ROBO1	1.75715	1.98464	1.75715	*
LCT	1.74994	2.64313	1.74994	*
CTNNA1	1.74868	2.02128	1.74868	*
MYOCD	1.83509	1.74572	1.74572	-
FLRT2	3.10589	1.74572	1.74572	-
FAM78B	1.74547	2.43636	1.74547	*
ZNF331	2.41643	1.74434	1.74434	-
YTHDC1	1.7536	1.74434	1.74434	-
THOC1	2.07943	1.74434	1.74434	-
SHOX	1.82026	1.74434	1.74434	-
NAP1L2	1.96239	1.74434	1.74434	-
G3BP1	1.84656	1.74434	1.74434	-
ENC1	2.65049	1.74434	1.74434	-
DLG4	1.74699	1.74434	1.74434	-
CAMK2G	2.37903	1.74434	1.74434	-
BRSK1	1.75544	1.74434	1.74434	-
CREBBP	1.73634	2.01963	1.73634	*
PCDHA6	1.73572	2.57934	1.73572	*
SV2A	1.73479	1.79368	1.73479	*
MON1B	2.4106	1.73385	1.73385	-
JPH4	2.25709	1.73385	1.73385	-
HRH2	1.73322	2.12825	1.73322	*
CCDC168	1.73182	2.1081	1.73182	*
UBQLN2	1.94427	1.731	1.731	-
SMARCA5	1.88243	1.731	1.731	-
RAB40C	2.1972	1.731	1.731	-
PURG	1.8064	1.731	1.731	-
MEF2C	2.1285	1.731	1.731	-
IL2RG	1.96283	1.731	1.731	-
FADS2	2.04083	1.731	1.731	-
EEF1A2	2.24909	1.731	1.731	-
AGO3	1.85728	1.731	1.731	-
POSTN	1.73029	2.01881	1.73029	*
LRRTM4	1.73018	1.98747	1.73018	*
C6orf118	2.35276	1.72679	1.72679	-
TIE1	1.72582	1.82204	1.72582	*
SAMHD1	1.72449	1.74434	1.72449	*
WDFY3	1.72435	1.82357	1.72435	*
RP1	1.72358	2.03525	1.72358	*
PCDHGA8	1.72326	1.77974	1.72326	*
PHF20L1	1.72303	1.98747	1.72303	*
SCAF11	2.22345	1.72076	1.72076	-
NUAK1	1.71972	1.79368	1.71972	*
STK39	1.71442	1.731	1.71442	*
TRIM71	1.71303	1.79368	1.71303	*
CDHR3	1.71148	2.30358	1.71148	*
KDM2A	1.70836	1.99779	1.70836	*
KCNV1	1.70328	2.12825	1.70328	*
EFCAB3	1.70308	1.79368	1.70308	*
DENND2C	1.70218	2.47975	1.70218	*
SYNE1	1.69929	6.2456	1.69929	*
HADHB	1.69784	1.74434	1.69784	*
CASP8	1.69398	1.98747	1.69398	*
ZIC3	1.69125	2.12825	1.69125	*
CNTNAP5	1.6848	4.28766	1.6848	*
CLUH	1.6817	2.38306	1.6817	*
ZNF423	2.32803	1.678	1.678	-
STK31	1.83548	1.678	1.678	-
NCOA2	2.09756	1.678	1.678	-
JPH3	1.93078	1.678	1.678	-
EIF3A	2.34985	1.678	1.678	-
BCL9	1.95398	1.678	1.678	-
RXRG	1.67709	2.43636	1.67709	*
DHX9	1.67326	1.731	1.67326	*
LRRN1	1.67314	2.07688	1.67314	*
DPP6	1.67209	2.22148	1.67209	*
RASGRF2	1.67137	1.86018	1.67137	*
ASXL1	1.66658	1.94685	1.66658	*
IGSF9	1.66586	1.74572	1.66586	*
IRS4	1.66406	2.74873	1.66406	*
SF3B1	1.66129	2.12825	1.66129	*
OLFM1	1.65975	2.43636	1.65975	*
TCHH	4.31603	1.65966	1.65966	-
CNKSR2	1.65259	1.731	1.65259	*
ZAP70	1.71706	1.64989	1.64989	-
HSPA2	2.36583	1.64989	1.64989	-
CHRM2	2.28684	1.64989	1.64989	-
AMPD2	1.8269	1.64989	1.64989	-
MED12	1.64973	3.36695	1.64973	*
SPG20	2.20116	1.64602	1.64602	-
ZFP36L2	1.64442	3.36695	1.64442	*
KIF5A	1.64381	1.99779	1.64381	*
PCDHGA4	1.64312	1.92092	1.64312	*
SMAD2	1.64089	1.82117	1.64089	*
NR0B1	1.64069	2.74551	1.64069	*
FBN2	1.63405	1.9304	1.63405	*
RGL2	1.63401	2.23629	1.63401	*
CDH6	1.63374	2.54471	1.63374	*
BANP	1.63339	1.731	1.63339	*
ZNF540	1.97803	1.63158	1.63158	-
XPO6	1.70608	1.63158	1.63158	-
TRIP12	2.44557	1.63158	1.63158	-
TNIK	2.44955	1.63158	1.63158	-
SRCIN1	1.85039	1.63158	1.63158	-
RFX5	2.32233	1.63158	1.63158	-
PNPLA8	1.67637	1.63158	1.63158	-
NRG3	1.7584	1.63158	1.63158	-
MYT1	1.94309	1.63158	1.63158	-
EXOC1	2.27024	1.63158	1.63158	-
CFAP45	1.83343	1.63158	1.63158	-
BRPF3	1.93131	1.63158	1.63158	-
PAX3	1.63078	2.25482	1.63078	*
ZMYND8	1.63022	2.25482	1.63022	*
XYLT2	1.62988	2.73767	1.62988	*
UNC80	1.62974	3.50817	1.62974	*
KLF3	1.62955	2.43636	1.62955	*
BMP1	1.62892	2.5275	1.62892	*
ST8SIA4	1.6253	2.43636	1.6253	*
ZC3H18	1.62291	2.4297	1.62291	*
CTNND1	1.62177	1.74572	1.62177	*
MBD6	2.87434	1.6201	1.6201	-
RBM15	1.61934	1.64989	1.61934	*
CACHD1	1.61895	2.10555	1.61895	*
OSMR	1.87929	1.6183	1.6183	-
NOS1	1.83491	1.6183	1.6183	-
ABCA9	1.6881	1.6183	1.6183	-
CACNA1B	1.61626	3.77952	1.61626	*
ZBTB20	1.61514	3.67926	1.61514	*
CHRD	1.6144	1.678	1.6144	*
UNC79	1.61208	3.31203	1.61208	*
PRKCG	1.61191	1.731	1.61191	*
KCNA6	1.61018	2.43636	1.61018	*
FAM46D	1.6089	2.12825	1.6089	*
SMC1B	1.60864	3.23895	1.60864	*
RNF180	1.60386	1.64989	1.60386	*
BICC1	1.60225	2.76059	1.60225	*
WDR17	2.38703	1.60219	1.60219	-
BCL9L	1.59855	3.14648	1.59855	*
KIAA0319L	1.59006	2.01881	1.59006	*
DYNC1H1	1.58945	2.22148	1.58945	*
KSR2	1.58848	2.02128	1.58848	*
CCNL1	1.58735	1.731	1.58735	*
PLCG1	1.58615	1.64989	1.58615	*
MN1	1.58606	2.07688	1.58606	*
CSMD1	1.58574	2.98316	1.58574	*
F8	1.5845	2.9984	1.5845	*
ABR	1.58309	1.98747	1.58309	*
CCDC85A	1.58097	1.74434	1.58097	*
IL1RAPL1	1.5787	2.12825	1.5787	*
FAM200B	1.57786	1.93639	1.57786	*
TIAM1	1.57775	2.11938	1.57775	*
RB1CC1	1.57725	2.74873	1.57725	*
TTC28	1.61364	1.57677	1.57677	-
SRFBP1	1.79039	1.57652	1.57652	-
RIMBP2	1.85229	1.57652	1.57652	-
NRDC	2.18667	1.57652	1.57652	-
IFI16	3.21152	1.57652	1.57652	-
FOLH1B	1.95061	1.57652	1.57652	-
KIF4B	1.57313	1.92092	1.57313	*
ZBTB41	1.98034	1.57264	1.57264	-
TBX20	2.58043	1.57264	1.57264	-
PRPF6	2.2688	1.57264	1.57264	-
NONO	3.1786	1.57264	1.57264	-
GALNT13	1.72333	1.57264	1.57264	-
CHSY1	1.67532	1.57264	1.57264	-
CDC5L	1.68507	1.57264	1.57264	-
BRE	2.0424	1.57264	1.57264	-
TICAM1	1.57259	1.64602	1.57259	*
HFM1	1.56739	1.82329	1.56739	*
DIRAS1	1.5671	1.82117	1.5671	*
PPRC1	2.04595	1.56522	1.56522	-
C10orf90	2.13136	1.56522	1.56522	-
SEMA3C	1.56453	2.54471	1.56453	*
TMPRSS11D	1.56423	1.98747	1.56423	*
ABCC1	1.56153	1.678	1.56153	*
PTPRS	1.56143	3.54375	1.56143	*
KIF1B	1.55465	2.38996	1.55465	*
IGSF9B	1.55411	3.75622	1.55411	*
NCOR1	1.55338	2.50695	1.55338	*
PLXNB2	1.55334	1.60219	1.55334	*
ARHGEF26	1.55309	1.82204	1.55309	*
UBE4B	1.54995	1.73385	1.54995	*
UPF1	1.54974	2.43636	1.54974	*
ZNF831	1.54688	2.5785	1.54688	*
KDM3B	2.22032	1.54677	1.54677	-
INPP4A	2.76965	1.54677	1.54677	-
GABBR1	2.7785	1.54677	1.54677	-
DNMT3B	1.69677	1.54677	1.54677	-
BRINP1	1.89138	1.54677	1.54677	-
DPYD	1.54632	2.57934	1.54632	*
COL12A1	1.54589	3.97217	1.54589	*
TCTN3	1.54413	1.57264	1.54413	*
CNR1	1.53945	2.12825	1.53945	*
CUL1	1.53906	1.82117	1.53906	*
DHX30	1.539	2.26921	1.539	*
UPF2	2.19102	1.53797	1.53797	-
SLC8B1	1.93801	1.53797	1.53797	-
KLHL5	2.1789	1.53797	1.53797	-
IGSF1	1.5807	1.53797	1.53797	-
GALNT9	2.28902	1.53797	1.53797	-
B4GALNT1	1.57237	1.53797	1.53797	-
PCDHGB4	1.53706	2.4902	1.53706	*
AFF3	1.53694	2.22148	1.53694	*
PRR14	1.53683	1.82204	1.53683	*
NTM	1.53565	1.99779	1.53565	*
KIF21B	1.53176	1.63158	1.53176	*
EPHA5	1.53001	2.5275	1.53001	*
URGCP	1.52598	1.79368	1.52598	*
DENND5B	1.52572	3.01146	1.52572	*
EPHA3	1.52489	2.1451	1.52489	*
RAB3C	1.52357	1.82117	1.52357	*
KLHL4	1.522	2.43636	1.522	*
CSTF1	1.51938	1.82117	1.51938	*
ERC2	1.51838	2.82385	1.51838	*
TMEM94	2.57021	1.516	1.516	-
EPRS	1.57468	1.516	1.516	-
TLN1	1.51039	2.4297	1.51039	*
GRM7	1.5093	3.99264	1.5093	*
TRAF3	1.74799	1.50765	1.50765	-
SOX5	1.96417	1.50765	1.50765	-
SGK3	2.02761	1.50765	1.50765	-
RARB	1.83214	1.50765	1.50765	-
PRPF3	1.99856	1.50765	1.50765	-
P2RY13	1.9277	1.50765	1.50765	-
NOP58	1.52996	1.50765	1.50765	-
LINGO1	1.5384	1.50765	1.50765	-
KCNJ8	2.38251	1.50765	1.50765	-
HMG20A	2.01426	1.50765	1.50765	-
GRIN1	2.54184	1.50765	1.50765	-
CLDN10	2.14667	1.50765	1.50765	-
LRRC7	1.50603	3.54827	1.50603	*
TSN	1.50582	1.82117	1.50582	*
PTPN14	1.49831	1.64602	1.49831	*
FHOD3	1.49613	1.77085	1.49613	*
MDN1	1.49487	1.6921	1.49487	*
ATXN1	12.4929	1.49431	1.49431	-
CPSF6	1.49357	1.82117	1.49357	*
JAKMIP1	1.49146	2.54471	1.49146	*
THSD7B	1.49088	2.67628	1.49088	*
TDO2	1.48991	1.99779	1.48991	*
PCDHB2	1.4894	1.72679	1.4894	*
PIK3CG	1.48764	2.25482	1.48764	*
DDX18	1.48689	1.73385	1.48689	*
DDX23	1.48671	2.12825	1.48671	*
LEO1	1.48596	1.50765	1.48596	*
UBR4	1.4819	1.50718	1.4819	*
DCX	1.4801	2.12825	1.4801	*
PLXNA3	1.47882	1.72076	1.47882	*
PTGS2	1.47867	1.74434	1.47867	*
CYLC1	1.47867	1.93639	1.47867	*
SCN11A	1.4781	2.19873	1.4781	*
FAM199X	1.4764	1.51512	1.4764	*
GRIN2B	1.47614	3.0557	1.47614	*
CXorf57	1.47551	1.99779	1.47551	*
TRIM60	1.91172	1.47512	1.47512	-
PSD	1.68833	1.47512	1.47512	-
NPAS4	2.31614	1.47512	1.47512	-
MBD5	1.79063	1.47512	1.47512	-
LRRC49	2.44867	1.47512	1.47512	-
LHCGR	1.90049	1.47512	1.47512	-
ADGRL2	2.16984	1.47484	1.47484	-
POU4F2	1.47363	1.50765	1.47363	*
RBFOX1	1.47082	1.64989	1.47082	*
AKT1	1.46978	2.12825	1.46978	*
XPO1	1.65505	1.46961	1.46961	-
TMOD1	1.84509	1.46961	1.46961	-
RPL5	1.63717	1.46961	1.46961	-
RERG	1.75903	1.46961	1.46961	-
RBBP7	1.66923	1.46961	1.46961	-
PLPPR5	1.7378	1.46961	1.46961	-
PABPC1	1.68207	1.46961	1.46961	-
KIF3A	1.78229	1.46961	1.46961	-
KCNG1	1.69179	1.46961	1.46961	-
FZD7	1.62924	1.46961	1.46961	-
FUT9	1.62683	1.46961	1.46961	-
DAZAP1	1.64092	1.46961	1.46961	-
CUL2	1.56885	1.46961	1.46961	-
CSTF3	1.50797	1.46961	1.46961	-
CLCN4	1.59327	1.46961	1.46961	-
CDC73	1.8584	1.46961	1.46961	-
CACUL1	1.67547	1.46961	1.46961	-
COL14A1	1.59413	1.46778	1.46778	-
TRAK1	1.49661	1.46276	1.46276	-
LIG1	1.72706	1.46276	1.46276	-
DOCK7	1.99641	1.46276	1.46276	-
HRSP12	1.4622	1.82117	1.4622	*
FMN2	3.18286	1.46157	1.46157	-
SATB2	1.4606	1.99779	1.4606	*
